gene.name,LAS1L Up,TEX10 Up,PELP1 Up,SENP3 Up,WDR18 Up,LAS1L Down,TEX10 Down,PELP1 Down,SENP3 Down,WDR18 Down,ChIP,,,,
ARFRP1,0,0,0,0,0,0,0,0,0,0,1,,,,
MAP4K4,0,0,0,0,0,0,0,1,0,0,1,,,,
MORC4,0,0,0,0,0,0,0,0,0,0,1,,,,
ARHGEF17,0,0,0,0,0,0,0,0,0,0,1,,,,
CDK12,0,0,0,0,0,0,0,0,0,0,1,,,,
AVPI1,0,0,0,0,0,0,0,0,0,0,1,,,,
BTBD3,0,0,0,0,0,0,0,0,0,0,1,,,,
KBTBD2,0,0,0,0,0,0,0,0,0,0,1,,,,
LGALS7,0,0,0,0,0,0,0,1,1,1,1,,,,
SCRIB,0,0,0,0,0,0,0,0,1,0,1,,,,
POGZ,0,0,0,0,0,0,0,0,0,0,1,,,,
LINC00894,0,0,0,0,1,0,0,0,0,0,1,,,,
VPS16,0,0,0,0,0,0,0,0,0,0,1,,,,
C4orf48,0,0,0,0,0,0,0,1,1,1,1,,,,
PSMD14,0,0,0,0,0,0,0,0,0,0,1,,,,
CEP85,0,0,0,0,0,0,0,0,0,0,1,,,,
KIAA1524,0,0,0,1,0,0,0,0,0,0,1,,,,
B4GALT7,0,0,0,0,0,0,0,0,0,0,1,,,,
SYDE1,0,0,0,1,1,0,0,0,0,0,1,,,,
LCN2,0,0,0,0,1,0,0,0,0,0,1,,,,
ZFHX2,0,0,0,0,0,0,0,1,1,1,1,,,,
CAMK1D,0,0,0,0,0,0,0,0,1,1,1,,,,
SP3,0,0,0,0,0,0,0,0,0,0,1,,,,
PEX1,0,0,0,0,0,0,0,0,0,0,1,,,,
NDUFS8,0,0,0,0,0,0,0,0,0,0,1,,,,
ARFGAP2,0,0,0,0,0,0,0,0,0,0,1,,,,
ERICH1,0,0,0,0,0,0,0,0,0,0,1,,,,
UTP20,0,0,0,0,0,0,0,0,0,1,1,,,,
TRIM62,0,0,0,0,0,0,0,1,1,0,1,,,,
EIF2B1,0,0,0,0,0,0,0,0,0,0,1,,,,
EIF3M,0,0,1,1,0,0,0,0,0,0,1,,,,
DDX1,0,0,0,0,0,0,0,0,0,0,1,,,,
EFR3A,0,0,0,0,0,0,0,0,0,0,1,,,,
LRRTM4,0,0,0,1,1,0,0,0,0,0,1,,,,
ZSCAN21,0,0,0,0,0,0,0,0,0,0,1,,,,
ARMC8,0,0,0,0,0,0,0,0,0,0,1,,,,
GSDMA,0,0,0,0,1,0,0,1,0,0,1,,,,
FANCC,0,0,0,0,0,0,0,0,0,0,1,,,,
RAB27A,0,0,0,0,0,1,0,0,0,0,1,,,,
PNPLA2,0,0,0,0,0,0,0,1,1,0,1,,,,
TACO1,0,0,0,0,0,0,0,0,0,0,1,,,,
FUT10,0,0,0,0,0,0,0,0,0,0,1,,,,
ZNF148,0,0,0,0,0,0,0,0,0,0,1,,,,
BZW1,0,0,0,0,0,0,0,0,0,0,1,,,,
HADHB,0,0,0,0,0,0,0,0,0,0,1,,,,
PDS5B,0,0,0,0,0,0,0,0,0,0,1,,,,
ABCC6,0,0,0,0,1,0,0,0,0,0,1,,,,
NSFL1C,0,0,0,0,0,0,0,0,0,0,1,,,,
SUSD3,0,0,0,0,1,0,0,0,0,0,1,,,,
NDUFC1,0,0,1,1,0,0,0,0,0,0,1,,,,
NUDT13,0,0,0,1,1,0,0,0,0,0,1,,,,
CYP4F22,0,0,0,0,0,0,0,1,1,1,1,,,,
ROGDI,0,0,0,0,0,0,0,0,0,0,1,,,,
MPP6,0,0,0,0,0,0,0,0,0,0,1,,,,
SNORD89,0,0,0,0,0,0,0,0,0,1,1,,,,
AGPS,0,0,0,0,0,0,0,0,0,0,1,,,,
SLC25A42,0,0,0,0,0,0,0,0,0,0,1,,,,
SEC31B,0,0,0,1,1,0,0,0,0,0,1,,,,
MICAL1,0,0,0,0,0,0,0,1,1,0,1,,,,
RREB1,0,0,0,0,0,0,0,0,1,0,1,,,,
KCTD12,0,0,0,1,0,0,0,0,0,0,1,,,,
ATP6V0A2,0,0,0,0,0,0,0,0,0,0,1,,,,
LINC00853,0,0,0,0,1,0,0,0,0,0,1,,,,
SNF8,0,0,0,0,0,0,0,0,0,0,1,,,,
NICN1,0,0,0,0,0,0,0,0,0,0,1,,,,
CACNA2D3,0,0,0,0,1,0,0,0,0,0,1,,,,
MTMR14,0,0,0,0,0,0,0,0,0,0,1,,,,
RFX3,0,0,0,0,0,0,0,0,0,0,1,,,,
SLC2A1,0,1,0,0,0,0,0,1,1,0,1,,,,
SKA2,0,0,0,1,0,0,0,0,0,0,1,,,,
CLIC1,0,0,0,0,0,0,0,0,0,0,1,,,,
NSL1,0,0,0,1,0,0,0,0,0,0,1,,,,
PREP,0,0,0,0,0,0,0,0,0,0,1,,,,
LMBR1L,0,0,0,0,0,0,0,0,0,0,1,,,,
GCNT2,0,0,0,1,1,0,0,0,0,0,1,,,,
TTC5,0,0,0,0,0,0,0,0,0,0,1,,,,
NASP,0,0,0,0,0,0,0,0,0,0,1,,,,
E2F6,0,0,0,0,0,0,0,0,0,0,1,,,,
MCM6,0,0,0,0,0,0,0,0,0,0,1,,,,
WNK1,0,0,0,0,0,0,0,0,1,0,1,,,,
GCKR,0,0,0,0,1,0,0,0,0,0,1,,,,
MRPL13,0,0,1,1,0,0,0,0,0,0,1,,,,
DPP8,0,0,0,0,0,0,0,0,0,0,1,,,,
DCUN1D4,0,0,0,1,0,0,0,0,0,0,1,,,,
JRKL,0,0,0,0,0,0,0,0,0,0,1,,,,
CYP1A1,0,0,0,0,0,0,0,1,0,1,1,,,,
COL4A1,0,0,0,0,0,0,0,0,1,1,1,,,,
S1PR4,0,0,0,1,1,0,0,0,0,0,1,,,,
USP19,0,0,0,0,0,0,0,0,1,0,1,,,,
STK39,0,0,0,0,0,0,0,0,0,0,1,,,,
GATA6-AS1,0,0,0,0,1,0,0,0,0,0,1,,,,
SUPT6H,0,0,0,0,0,0,0,0,1,1,1,,,,
NAGLU,0,0,0,0,0,0,0,0,0,0,1,,,,
CROCC,0,0,0,0,0,0,0,0,0,0,1,,,,
CCDC88C,0,0,0,0,0,0,0,0,1,0,1,,,,
PSMD5-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
CYP27A1,0,0,0,0,1,0,0,0,0,0,1,,,,
TGFB3,0,0,0,0,0,0,0,0,0,1,1,,,,
LIMD2,0,0,0,0,1,0,0,0,0,0,1,,,,
MRPS18B,0,0,0,0,0,0,0,0,0,0,1,,,,
BCLAF1,0,0,0,0,0,0,0,0,0,0,1,,,,
ANO1,0,0,0,0,0,0,0,0,1,1,1,,,,
NOA1,0,0,0,0,0,0,0,0,0,0,1,,,,
GLDN,0,0,0,0,1,0,0,0,0,0,1,,,,
ZNF12,0,0,0,0,0,0,0,0,0,0,1,,,,
STARD7,0,0,0,0,0,0,0,0,0,0,1,,,,
SLX4IP,0,0,0,0,0,0,0,0,0,0,1,,,,
AKR1C4,0,0,0,0,0,0,0,0,0,1,1,,,,
MAN1A1,0,0,0,0,0,0,0,0,0,0,1,,,,
TPRXL,0,0,0,0,0,0,0,1,1,1,1,,,,
ZNF621,0,0,0,1,0,0,0,0,0,0,1,,,,
DNAH14,0,0,0,1,0,0,0,0,0,0,1,,,,
HGSNAT,0,0,0,0,0,0,0,0,0,0,1,,,,
ROBO3,0,0,0,0,0,0,0,0,0,0,1,,,,
IP6K1,0,0,0,0,0,0,0,0,0,0,1,,,,
PCDH8,0,0,0,0,0,0,0,0,0,1,1,,,,
GPATCH1,0,0,0,0,0,0,0,0,0,0,1,,,,
RABGAP1L,0,0,0,0,0,0,0,0,0,0,1,,,,
PRDX4,0,0,0,1,1,0,0,0,0,0,1,,,,
VCP,0,0,0,0,0,0,0,0,0,0,1,,,,
CTDSPL,0,0,0,0,0,0,0,0,0,0,1,,,,
FUS,0,0,0,0,0,0,0,0,0,0,1,,,,
GOLGA7,0,0,0,0,0,0,0,0,0,0,1,,,,
SERPINB5,0,0,0,0,0,1,0,0,0,0,1,,,,
TMEM131,0,0,0,0,0,0,0,0,0,0,1,,,,
IL1R1,0,0,0,0,0,0,0,0,0,0,1,,,,
MBD4,0,0,0,0,0,0,0,0,0,0,1,,,,
TMEM115,0,0,0,0,0,0,0,0,0,0,1,,,,
CSTF2T,0,0,0,0,0,0,0,0,0,0,1,,,,
ADPRHL2,0,0,0,0,0,0,0,0,0,0,1,,,,
INPP5A,0,0,0,0,0,0,0,0,0,0,1,,,,
CENPU,0,0,0,1,0,0,0,0,0,0,1,,,,
RLF,0,0,0,0,0,0,0,0,0,0,1,,,,
MYL5,0,0,0,0,1,0,0,0,0,0,1,,,,
RNF215,0,0,0,0,0,0,0,0,0,0,1,,,,
AKAP10,0,0,0,0,0,0,0,0,0,0,1,,,,
SLC30A9,0,0,0,0,0,0,0,0,0,0,1,,,,
IL11RA,0,0,0,0,1,0,0,0,0,0,1,,,,
PLS1,0,0,0,0,0,0,0,0,0,0,1,,,,
PPY,0,0,0,0,0,0,0,0,0,1,1,,,,
EVX1,0,0,0,0,0,0,0,0,0,0,1,,,,
SRRM3,0,0,0,0,1,0,0,0,0,0,1,,,,
SLC25A11,0,0,0,0,0,0,0,0,0,0,1,,,,
NOXA1,0,0,0,0,1,0,0,0,0,0,1,,,,
IL6R,0,0,0,0,0,0,0,1,1,0,1,,,,
C8orf37,0,0,0,0,0,0,0,0,0,0,1,,,,
SH3TC2,0,0,0,0,0,0,0,0,0,0,1,,,,
TAMM41,0,0,0,0,0,0,0,0,0,0,1,,,,
DNM1L,0,0,0,0,0,0,0,0,0,0,1,,,,
SLC16A9,0,0,1,0,0,0,0,0,0,0,1,,,,
POR,0,0,0,0,0,0,0,1,1,0,1,,,,
TYW5,0,0,0,1,1,0,0,0,0,0,1,,,,
HHEX,0,0,0,0,0,0,0,0,0,0,1,,,,
SIDT1,0,0,0,0,0,0,0,1,1,0,1,,,,
PCDH7,0,0,0,0,0,0,0,0,0,0,1,,,,
SNORA72,0,0,0,1,1,0,0,0,0,0,1,,,,
RPUSD2,0,0,0,0,0,0,0,0,0,0,1,,,,
RNF126,0,0,0,0,0,1,0,0,0,0,1,,,,
FZR1,0,0,0,0,0,0,0,0,0,0,1,,,,
WFIKKN1,0,0,0,0,0,0,0,0,1,1,1,,,,
NBAS,0,0,0,0,0,1,0,0,0,0,1,,,,
LZTFL1,0,0,1,0,0,0,0,0,0,0,1,,,,
C1orf101,0,0,0,1,1,0,0,0,0,0,1,,,,
FAM169A,0,0,0,0,0,0,0,0,0,0,1,,,,
ACBD6,0,0,0,0,0,0,0,0,0,0,1,,,,
ZNF138,0,0,1,1,1,0,0,0,0,0,1,,,,
OSBPL8,0,0,0,0,0,0,0,0,0,0,1,,,,
CCT2,0,0,0,0,0,0,0,0,0,0,1,,,,
NAAA,0,0,0,0,0,0,0,0,0,0,1,,,,
PAPLN,0,0,0,0,1,0,0,0,0,0,1,,,,
H2AFY,0,0,0,0,0,0,0,0,0,0,1,,,,
COG7,0,0,0,0,0,0,0,0,0,0,1,,,,
DARS,0,0,0,0,0,0,0,0,0,0,1,,,,
ZYG11B,0,0,0,0,0,0,1,0,0,0,1,,,,
DYRK1A,0,0,0,0,0,0,0,0,0,0,1,,,,
EPHA10,0,0,0,0,0,0,0,0,0,0,1,,,,
RIBC2,0,0,0,0,0,0,0,0,1,1,1,,,,
OTUD7B,0,0,0,0,0,0,0,0,1,0,1,,,,
CARM1,0,0,0,0,0,0,0,0,1,0,1,,,,
KIF7,0,0,0,0,1,0,0,0,0,0,1,,,,
CORO1A,0,0,0,0,0,0,0,1,1,1,1,,,,
B4GALNT2,0,0,0,0,1,0,0,0,0,0,1,,,,
CYP2U1,0,0,0,0,0,0,0,0,0,1,1,,,,
COPB1,0,0,0,0,0,0,0,0,0,0,1,,,,
ADAMTSL4,0,0,0,0,1,0,0,0,0,0,1,,,,
NUMB,0,0,0,0,0,0,0,0,0,0,1,,,,
NOM1,0,0,0,0,0,0,0,0,0,0,1,,,,
ZNF513,0,0,0,0,0,0,0,0,0,0,1,,,,
MRPS18A,0,0,0,0,0,0,0,0,0,0,1,,,,
BAZ2A,0,0,0,0,0,0,0,0,1,0,1,,,,
ETFB,0,0,0,0,0,0,0,0,0,0,1,,,,
PTGR2,0,0,0,0,1,0,0,0,0,0,1,,,,
C1orf210,0,0,0,0,0,0,0,0,0,0,1,,,,
PSMB6,0,0,0,0,0,0,0,0,0,0,1,,,,
DEK,0,0,0,0,0,0,1,0,0,0,1,,,,
CDX2,0,0,0,0,0,0,0,0,1,1,1,,,,
PSMB7,0,0,0,0,0,0,0,0,0,0,1,,,,
ITPKC,0,0,0,0,0,0,0,0,1,0,1,,,,
FAM103A1,0,0,0,1,0,0,0,0,0,0,1,,,,
SCRT1,0,0,0,0,0,0,0,0,0,1,1,,,,
HSPA1L,0,0,0,0,1,0,0,0,0,0,1,,,,
FOXRED2,0,0,0,0,0,0,0,0,0,0,1,,,,
ASB9,0,0,1,1,1,0,0,0,0,0,1,,,,
KAT6A,0,0,0,0,0,0,0,0,0,0,1,,,,
NEK11,0,0,0,0,0,0,0,0,0,1,1,,,,
BAIAP2,0,0,0,0,0,0,0,0,0,0,1,,,,
FIBCD1,0,0,0,0,0,0,0,1,0,0,1,,,,
ZNF343,0,0,0,0,0,0,0,0,0,0,1,,,,
SETMAR,0,0,0,0,0,0,0,0,0,0,1,,,,
SDHAP3,0,0,0,0,1,0,0,0,0,0,1,,,,
C15orf57,0,0,0,0,0,0,0,0,0,0,1,,,,
ETV2,0,0,0,0,0,0,0,0,0,1,1,,,,
RNF26,0,0,0,0,0,0,0,0,0,0,1,,,,
ACTR10,0,0,0,0,0,0,0,0,0,0,1,,,,
VPS13A,0,0,0,1,0,0,0,0,0,0,1,,,,
DENND6A,0,0,0,0,0,0,0,0,0,0,1,,,,
HNRNPUL2,0,0,0,0,0,1,0,0,0,1,1,,,,
RBPMS,0,0,0,0,0,0,0,1,0,0,1,,,,
CELSR1,0,0,0,0,0,0,0,0,1,0,1,,,,
SLC22A15,0,0,1,0,0,0,0,0,0,0,1,,,,
MAP4,0,0,0,0,0,0,0,0,1,0,1,,,,
PSAPL1,0,0,0,0,0,0,0,1,1,0,1,,,,
IER5,0,0,0,0,0,0,0,0,0,0,1,,,,
EMD,0,0,0,0,0,0,0,0,0,0,1,,,,
ASH1L,0,0,0,0,0,0,0,0,0,0,1,,,,
NUP43,0,0,0,0,0,0,0,0,0,0,1,,,,
TTI2,0,0,0,0,0,0,0,0,0,0,1,,,,
MAN2C1,0,0,0,0,0,0,0,0,0,0,1,,,,
MXD1,0,0,0,0,0,0,0,1,1,0,1,,,,
C11orf63,0,0,0,0,0,0,0,0,0,0,1,,,,
LAMP3,0,0,0,0,1,0,1,1,0,0,1,,,,
CASZ1,0,0,0,0,0,0,0,1,1,0,1,,,,
ENOX1,0,0,1,0,0,0,0,0,0,1,1,,,,
GABPB2,0,0,0,0,0,0,0,0,0,0,1,,,,
E2F7,0,0,0,0,0,0,0,0,0,0,1,,,,
NCOR2,0,0,0,0,0,0,0,1,1,0,1,,,,
NDUFAB1,0,0,1,1,0,0,0,0,0,0,1,,,,
SLC30A4,0,0,0,0,1,0,0,0,0,0,1,,,,
AMBRA1,0,0,0,0,0,0,0,0,1,0,1,,,,
LAMA2,0,0,0,0,0,0,0,0,1,1,1,,,,
PAN2,0,0,0,0,0,0,0,0,0,0,1,,,,
CNIH1,0,0,0,1,0,0,0,0,0,0,1,,,,
NOL10,0,0,0,0,0,0,0,0,0,0,1,,,,
ITGA10,0,0,0,0,0,0,0,0,0,1,1,,,,
C16orf87,0,0,0,0,0,0,0,0,0,0,1,,,,
RABL6,0,0,0,0,0,0,0,0,0,0,1,,,,
CADPS2,0,0,1,0,0,0,0,0,0,0,1,,,,
NFATC4,0,0,0,0,0,0,0,1,0,0,1,,,,
TET1,0,0,0,0,0,0,0,0,1,1,1,,,,
TMEM63C,0,0,0,0,0,0,0,0,1,1,1,,,,
TMEM109,0,0,0,0,0,0,0,0,0,0,1,,,,
SOAT1,0,0,0,0,1,0,0,0,0,0,1,,,,
SYNC,0,0,0,0,1,0,0,0,0,0,1,,,,
SMARCA2,0,0,0,0,0,0,0,0,1,0,1,,,,
MARCKS,0,0,0,0,0,0,0,0,0,0,1,,,,
COL5A3,0,0,0,0,0,0,0,0,1,1,1,,,,
HAAO,0,0,0,0,0,0,0,0,1,1,1,,,,
ARMCX6,0,0,0,0,0,0,0,1,0,0,1,,,,
CARD9,0,0,0,0,1,0,0,0,0,0,1,,,,
FXN,0,0,0,0,0,0,0,0,0,0,1,,,,
CDCP1,0,0,0,0,0,0,0,1,1,0,1,,,,
ETV1,0,0,0,1,1,0,0,0,0,0,1,,,,
PHF8,0,0,0,0,0,0,0,0,1,0,1,,,,
MICALCL,0,0,0,0,1,0,0,0,0,0,1,,,,
COX20,0,0,0,1,0,0,0,0,0,0,1,,,,
ALKBH4,0,0,0,0,0,0,0,0,0,0,1,,,,
TXNIP,0,0,0,0,0,0,0,0,0,0,1,,,,
MRGBP,0,0,0,0,0,0,0,0,0,0,1,,,,
ROR1,0,0,0,0,1,0,0,0,0,0,1,,,,
TRAPPC6B,0,0,0,0,0,0,0,0,0,0,1,,,,
TICRR,0,0,0,0,0,0,0,0,0,0,1,,,,
PSEN1,0,0,0,0,0,0,0,0,0,0,1,,,,
ZNF383,0,0,1,0,0,0,0,0,0,0,1,,,,
TP53TG1,0,0,0,0,1,0,0,0,0,0,1,,,,
C19orf57,0,0,0,0,0,0,0,0,0,0,1,,,,
WIPF2,0,0,0,0,0,0,0,0,0,0,1,,,,
WDR33,0,0,0,0,0,0,0,0,0,0,1,,,,
EPHA2,0,0,0,0,0,0,0,1,0,0,1,,,,
ZNF114,0,0,0,1,1,0,0,0,0,0,1,,,,
DNAJB12,0,0,0,0,0,0,0,0,0,0,1,,,,
ZSWIM7,0,0,0,1,0,0,0,0,0,0,1,,,,
PARP10,0,0,0,0,1,0,0,0,0,0,1,,,,
WRNIP1,0,0,0,0,0,0,0,0,0,0,1,,,,
RGS9BP,0,0,0,0,0,0,0,0,0,1,1,,,,
ALDH3B2,0,0,0,0,0,0,0,1,1,0,1,,,,
ITCH,0,0,0,0,0,0,0,0,0,0,1,,,,
ACVR2B,0,0,0,0,0,0,0,0,0,0,1,,,,
RTKN,0,0,0,0,0,0,0,0,0,0,1,,,,
NFYB,0,0,1,1,0,0,0,0,0,0,1,,,,
COIL,0,0,0,0,0,0,0,0,0,0,1,,,,
CBR3,0,0,0,0,0,0,0,0,0,1,1,,,,
ZNF416,0,0,0,0,0,0,0,0,0,0,1,,,,
MAP3K2,0,0,0,0,0,0,0,0,0,0,1,,,,
TMEM120A,0,0,0,0,0,0,0,0,0,0,1,,,,
ZNF318,0,0,0,0,0,0,1,0,0,0,1,,,,
SLAMF7,0,0,0,0,0,1,1,1,0,0,1,,,,
FAM69B,0,0,0,0,0,0,0,0,0,0,1,,,,
ALDH2,0,0,0,0,0,0,0,0,0,0,1,,,,
CARD14,0,0,0,0,0,0,0,0,0,0,1,,,,
ATG16L1,0,0,0,0,0,0,0,1,0,0,1,,,,
ZNF30,0,0,0,0,0,0,0,0,0,0,1,,,,
ASB2,0,0,0,0,0,0,0,1,0,1,1,,,,
KAT7,0,0,0,0,0,0,0,0,0,0,1,,,,
TNFRSF1B,0,0,0,0,0,0,0,1,1,0,1,,,,
JAK2,0,0,0,0,0,0,0,0,0,0,1,,,,
EAF1,0,0,0,0,0,0,0,0,0,0,1,,,,
UBOX5,0,0,0,0,0,0,0,0,0,0,1,,,,
PER2,0,0,0,0,0,0,0,0,0,0,1,,,,
LDOC1L,0,0,0,0,0,0,0,0,0,0,1,,,,
LINC00961,0,0,0,0,1,0,0,0,0,0,1,,,,
AMER1,0,0,0,0,0,0,0,0,0,0,1,,,,
DOK7,0,0,0,0,1,0,0,1,0,0,1,,,,
TNFRSF14,0,0,0,0,0,0,0,0,1,0,1,,,,
ZBTB2,0,0,0,0,0,0,0,0,0,0,1,,,,
HSPA9,0,0,0,0,0,0,0,0,0,0,1,,,,
PSG9,0,0,0,0,0,0,0,0,1,1,1,,,,
BCL2L1,0,0,0,0,0,0,0,0,0,0,1,,,,
KLRG1,0,0,1,1,1,0,0,0,0,0,1,,,,
BCAS1,0,0,0,0,0,0,0,1,0,0,1,,,,
KAT2B,0,0,0,0,0,0,0,0,0,0,1,,,,
TYSND1,0,0,0,0,0,0,0,0,0,0,1,,,,
ARPP21,0,0,0,0,0,0,0,0,0,1,1,,,,
DUSP14,0,0,0,0,0,0,0,0,0,0,1,,,,
TM4SF19-AS1,0,0,0,0,1,0,0,0,0,0,1,,,,
OR10Q1,0,0,0,0,0,0,0,0,1,1,1,,,,
CATSPER1,0,0,0,0,1,0,0,1,0,0,1,,,,
ABCC1,0,0,0,0,0,0,0,0,0,0,1,,,,
SEC62,0,0,0,0,0,0,0,0,0,0,1,,,,
TREH,0,0,0,0,1,0,0,0,0,0,1,,,,
SCAMP3,0,0,0,0,0,0,0,0,0,0,1,,,,
TEAD3,0,0,0,0,0,0,0,0,1,0,1,,,,
EIF3H,0,0,0,0,0,1,0,0,0,0,1,,,,
USP7,0,0,0,0,0,0,0,0,0,0,1,,,,
HNRNPH1,0,0,0,0,0,0,0,0,0,0,1,,,,
MKNK2,0,0,0,0,0,0,0,0,0,0,1,,,,
DHX57,0,0,0,0,0,0,0,0,0,0,1,,,,
SLC35F2,0,0,0,0,0,0,0,0,0,0,1,,,,
FGFRL1,0,0,0,0,0,0,0,0,0,0,1,,,,
PTPN13,0,0,1,1,1,0,0,0,0,0,1,,,,
SLC50A1,0,0,0,0,0,0,0,0,0,0,1,,,,
EIF3K,0,0,0,0,0,0,0,0,0,0,1,,,,
NT5M,0,0,0,0,0,0,0,0,0,1,1,,,,
WASF2,0,0,0,0,0,0,0,0,1,0,1,,,,
SLC15A1,0,0,0,0,0,0,0,1,1,0,1,,,,
OSBPL2,0,0,0,0,0,0,0,0,0,0,1,,,,
ATP6V1C2,0,0,0,0,1,0,0,0,0,0,1,,,,
EXOSC2,0,0,0,0,0,0,0,0,0,0,1,,,,
PTPN18,0,0,0,0,0,0,0,0,0,0,1,,,,
MTSS1L,0,0,0,0,0,0,0,0,1,0,1,,,,
ZNF462,0,0,0,0,0,0,0,0,1,1,1,,,,
HES6,0,0,0,0,0,0,0,0,0,1,1,,,,
RPS6KA1,0,0,0,0,0,0,0,0,0,0,1,,,,
TALDO1,0,0,0,0,0,0,0,0,0,0,1,,,,
ASAP1,0,0,0,0,0,1,0,0,0,0,1,,,,
EYA2,0,0,0,1,1,0,0,0,0,0,1,,,,
GNA11,0,0,0,0,0,0,0,0,1,0,1,,,,
AIM1,0,0,0,0,0,0,0,1,0,1,1,,,,
UQCRFS1,0,0,0,0,0,0,0,0,0,0,1,,,,
GNB1,0,0,0,0,0,0,0,0,0,0,1,,,,
GCOM1,0,0,0,0,1,0,0,0,0,0,1,,,,
SP6,0,0,0,0,0,0,0,0,0,0,1,,,,
FNIP2,0,0,0,0,0,0,0,0,0,0,1,,,,
C18orf8,0,0,0,0,0,0,0,0,0,0,1,,,,
ALDH4A1,0,0,0,0,0,0,0,0,1,0,1,,,,
FAM212B-AS1,0,0,0,0,0,0,0,0,0,1,1,,,,
PIKFYVE,0,0,0,0,0,0,0,0,0,0,1,,,,
RING1,0,0,0,0,0,0,0,0,0,0,1,,,,
GMPPA,0,0,0,0,0,0,0,0,0,0,1,,,,
MAP3K14,0,0,0,0,0,0,0,0,0,0,1,,,,
MKNK1,0,0,0,0,0,0,0,0,0,0,1,,,,
ERBB4,0,0,0,0,0,0,0,0,0,1,1,,,,
APLP1,1,0,0,0,0,0,0,0,0,0,1,,,,
HIST1H3H,0,0,0,0,0,0,0,0,0,1,1,,,,
EBPL,0,0,1,1,0,0,0,0,0,0,1,,,,
GAMT,1,0,0,0,0,0,0,0,0,0,1,,,,
ZNF354B,0,0,1,1,1,0,0,0,0,0,1,,,,
TRABD2A,0,0,1,0,0,0,0,0,1,1,1,,,,
ZNF615,0,0,0,0,0,0,0,0,0,1,1,,,,
SHISA2,0,0,0,0,1,0,0,0,0,0,1,,,,
RAB20,0,0,0,0,0,0,0,0,0,0,1,,,,
TTC8,0,0,0,0,0,0,0,0,0,0,1,,,,
C1orf122,0,0,0,0,0,0,0,1,0,0,1,,,,
RAB3C,0,0,0,0,0,0,0,0,0,1,1,,,,
ZNF396,0,0,0,1,1,0,0,0,0,0,1,,,,
PITX2,0,0,0,1,1,0,0,0,0,0,1,,,,
ACOT7,0,0,0,0,0,0,0,0,0,0,1,,,,
LGALS7B,0,0,0,0,0,0,0,1,0,1,1,,,,
C11orf95,0,0,0,0,0,0,0,0,0,0,1,,,,
NAV2,0,0,0,0,0,0,0,0,0,0,1,,,,
MEP1A,0,0,0,0,0,0,0,0,1,1,1,,,,
TXNL4A,0,0,0,0,0,0,0,0,0,0,1,,,,
ALG5,0,0,0,1,0,0,0,0,0,0,1,,,,
GRB10,0,0,1,0,0,0,0,0,0,0,1,,,,
TERT,0,0,0,0,0,0,0,0,0,1,1,,,,
TMEM147,0,0,0,0,0,0,0,0,0,0,1,,,,
SEMA3B-AS1,0,0,0,0,1,0,0,0,0,0,1,,,,
KRT23,0,0,0,0,0,0,0,0,1,1,1,,,,
ZNRF2P2,0,0,0,0,0,0,0,0,0,1,1,,,,
RAPGEF4,0,0,0,1,0,0,0,0,0,0,1,,,,
ABCC3,0,0,0,0,0,0,0,0,0,0,1,,,,
SNORD17,0,0,0,0,0,0,0,0,1,1,1,,,,
TMEM86A,0,0,0,0,0,0,0,1,1,0,1,,,,
TPM3,0,0,0,0,0,0,0,0,0,0,1,,,,
FAM114A2,0,0,0,0,0,0,0,0,0,0,1,,,,
PRPF38A,0,0,0,0,0,0,0,0,0,0,1,,,,
PHYKPL,0,0,0,0,0,0,0,0,0,0,1,,,,
RYBP,0,0,0,0,0,0,0,0,0,0,1,,,,
ZBTB46,0,0,0,0,0,0,0,0,0,0,1,,,,
ELF2,0,0,0,0,0,0,0,0,0,0,1,,,,
ATXN7L2,0,0,0,0,0,0,0,0,0,0,1,,,,
PRKRIP1,0,0,0,0,0,0,0,0,0,0,1,,,,
CCDC155,0,0,0,0,1,0,0,0,0,0,1,,,,
EXOC1,0,0,0,0,0,0,0,0,0,0,1,,,,
KDM2B,0,0,0,0,0,0,0,0,0,0,1,,,,
UBE2T,0,0,0,1,0,0,0,0,0,0,1,,,,
CLDN8,0,0,0,0,1,0,0,0,0,0,1,,,,
CTB-178M22.2,0,0,0,1,1,0,0,0,0,0,1,,,,
SLC26A11,0,1,0,0,0,0,0,0,0,0,1,,,,
FBXW5,0,0,0,0,0,0,0,0,1,0,1,,,,
ARHGEF4,0,0,0,1,0,0,0,0,0,0,1,,,,
GIGYF2,0,0,0,0,0,0,0,0,1,1,1,,,,
CUL4A,0,0,0,0,0,0,0,0,0,0,1,,,,
RIPPLY3,0,0,0,0,1,0,0,0,0,0,1,,,,
WDR11,0,0,0,0,0,0,0,0,0,0,1,,,,
RNF20,0,0,0,0,0,0,0,0,0,0,1,,,,
LGALS3BP,0,0,0,0,0,0,0,0,0,0,1,,,,
FSD1,1,0,0,0,1,0,0,0,0,0,1,,,,
PPP1R14B,0,0,0,0,0,0,0,0,0,0,1,,,,
HIST1H4H,0,0,0,0,0,0,0,1,0,1,1,,,,
ERMARD,0,0,0,0,0,0,0,0,0,0,1,,,,
NR2C1,0,0,0,0,0,0,0,0,0,0,1,,,,
CPEB3,0,0,0,0,0,0,0,0,0,0,1,,,,
PDHX,0,0,0,0,0,0,0,0,0,0,1,,,,
